id	name	cat	url	path	dir	cat_url	ord	code1	code2	code3	dlina	prim	prim2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	img_path	img1	img2	img3	img4	img5	desc	Comment	par1	text1	par2	text2	par3	text3	par4	text4	par5	text5	par6	text6	par7	text7	par8	text8	par9	text9	par10	text10	par11	text11	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
3371	Вал карданный 	DAF	kardan_1386956	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386956			1840			37 010	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1840																													0.245	0.245	1,84	
3373	Вал карданный 	DAF	kardan_1386958	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386958			1640			36 130	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1640																													0.245	0.245	1,64	
3375	Вал карданный 	DAF	kardan_1386957	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386957			1540			35 690	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1540																													0.245	0.245	1,54	
3377	Вал карданный 	DAF	kardan_1387070	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387070			1820			23 880	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1820																													0.245	0.245	1,82	
3379	Вал карданный 	DAF	kardan_1386959	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386959			1200			34 180	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1200																													0.245	0.245	1,2	
3381	Вал карданный 	DAF	kardan_1386960	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1386960			1280			34 540	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1280																													0.245	0.245	1,28	
3383	Вал карданный 	DAF	kardan_1387071	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387071			1780			23 790	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1780																													0.245	0.245	1,78	
3385	Вал карданный 	DAF	kardan_1387077	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387077			1940			24 140	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1940																													0.245	0.245	1,94	
3387	Вал карданный 	DAF	kardan_1387073	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387073			2080			24 450	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2080																													0.245	0.245	2,08	
3389	Вал карданный 	DAF	kardan_1387074	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387074			2000			24 270	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2000																													0.245	0.245	2	
3391	Вал карданный 	DAF	kardan_1387082	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387082			1020			22 130	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1020																													0.245	0.245	1,02	
3393	Вал карданный 	DAF	kardan_1387083	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387083			2020			24 310	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	2020																													0.245	0.245	2,02	
3395	Вал карданный 	DAF	kardan_1387088	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387088			1060			22 220	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1060																													0.245	0.245	1,06	
3397	Вал карданный 	DAF	kardan_1387294	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387294			1620			23 440	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1620																													0.245	0.245	1,62	
3399	Вал карданный 	DAF	kardan_1387089	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387089			1180			22 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1180																													0.245	0.245	1,18	
3401	Вал карданный 	DAF	kardan_1387297	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387297			1140			22 390	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1140																													0.245	0.245	1,14	
3403	Вал карданный 	DAF	kardan_1387299	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387299			1680			23 570	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1680																													0.245	0.245	1,68	
3405	Вал карданный 	DAF	kardan_1387301	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387301			1700			23 620	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1700																													0.245	0.245	1,7	
3407	Вал карданный 	DAF	kardan_1387302	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387302			1640			23 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1640																													0.245	0.245	1,64	
3409	Вал карданный 	DAF	kardan_1387307	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387307			1380			22 920	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1380																													0.245	0.245	1,38	
3411	Вал карданный 	DAF	kardan_1388117	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388117			1660			23 530	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1660																													0.245	0.245	1,66	
3413	Вал карданный 	DAF	kardan_1387305	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1387305			1280			22 700	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1280																													0.245	0.245	1,28	
3415	Вал карданный 	DAF	kardan_1388115	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388115			1460			23 090	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1460																													0.245	0.245	1,46	
3417	Вал карданный 	DAF	kardan_1388114	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388114			1420			23 000	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1420																													0.245	0.245	1,42	
3419	Вал карданный 	DAF	kardan_1388119	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388119			1540			23 270	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1540																													0.245	0.245	1,54	
3421	Вал карданный 	DAF	kardan_1388118	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388118			1600			23 400	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1600																													0.245	0.245	1,6	
3423	Вал карданный 	DAF	kardan_1388123	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388123			1680			23 570	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1680																													0.245	0.245	1,68	
3425	Вал карданный 	DAF	kardan_1388124	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388124			1640			23 480	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1640																													0.245	0.245	1,64	
3427	Вал карданный 	DAF	kardan_1388126	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388126			1360			22 870	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1360																													0.245	0.245	1,36	
3429	Вал карданный 	DAF	kardan_1388128	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388128			1160			22 440	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1160																													0.245	0.245	1,16	
3431	Вал карданный 	DAF	kardan_1388133	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388133			1700			23 620	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1700																													0.245	0.245	1,7	
3433	Вал карданный 	DAF	kardan_1388131	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388131			1780			23 790	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1780																													0.245	0.245	1,78	
3435	Вал карданный 	DAF	kardan_1388439	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388439			1800			23 830	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
3437	Вал карданный 	DAF	kardan_1388438	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388438			1860			23 970	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1860																													0.245	0.245	1,86	
3439	Вал карданный 	DAF	kardan_1388441	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388441			1820			23 880	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1820																													0.245	0.245	1,82	
3441	Вал карданный 	DAF	kardan_1388692	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388692			1800			23 830	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1800																													0.245	0.245	1,8	
3443	Вал карданный 	DAF	kardan_1388691	/kardanyi_valy/catalog/daf/	/kardanyi_valy/catalog/daf/	daf		1388691			1920			24 100	под заказ							/kardanyi_valy/img/kamkardan/	noimage.gif							Длина в полностью сжатом положении, мм	1920																													0.245	0.245	1,92	
